campaignid,sample,date,location,region,depth_m,method,successful_count,successful_length,status,reporting_location,reporting_sanctuary,reporting_name,site,uwa_site_code,year,period,event_number,start_date,start_month,geometry
2020-04_Neptunes_monoBRUVs,DR_R2_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.2132333, -34.8190167)"
2020-04_Neptunes_monoBRUVs,DR_R3_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.2059, -34.81935)"
2020-04_Neptunes_monoBRUVs,DR_R4_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.20985, -34.8169)"
2020-04_Neptunes_monoBRUVs,DR_R5_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.2172167, -34.8145)"
2020-04_Neptunes_monoBRUVs,DR_R6_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.2185333, -34.8237333)"
2020-04_Neptunes_monoBRUVs,DR_S1_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.2207333, -34.8207667)"
2020-04_Neptunes_monoBRUVs,DR_S2_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.2044833, -34.8145)"
2020-04_Neptunes_monoBRUVs,DR_S3_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.2181167, -34.821)"
2020-04_Neptunes_monoBRUVs,DR_S4_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.2187833, -34.8245833)"
2020-04_Neptunes_monoBRUVs,DR_S5_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.2214167, -34.8160333)"
2020-04_Neptunes_monoBRUVs,DR_S6_20,2020-04-10,Sir Joseph Banks Group,Western Spencer Gulf,25,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,Dangerous Reef,Dangerous Reef,2020,Pre-bloom,1,2020-04-10,2020-04,"c(136.214733, -34.821767)"
2020-11_Aldinga_BRUVS,2020_AL_1-1,2020-11-26,Encounter,Adelaide Metro,7.3,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2020,Pre-bloom,1,2020-11-26,2020-11,"c(138.432533, -35.27295)"
2020-11_Aldinga_BRUVS,2020_AL_1-2,2020-11-26,Encounter,Adelaide Metro,5,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2020,Pre-bloom,1,2020-11-26,2020-11,"c(138.433417, -35.27735)"
2020-11_Aldinga_BRUVS,2020_AL_1-3,2020-11-26,Encounter,Adelaide Metro,6.3,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2020,Pre-bloom,1,2020-11-26,2020-11,"c(138.433433, -35.276317)"
