campaignid,sample,date,location,region,depth_m,method,successful_count,successful_length,status,reporting_location,reporting_sanctuary,reporting_name,site,uwa_site_code,year,period,event_number,start_date,start_month,geometry
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CASO02_2012,2020-12-04,Encounter,Fleurieu,7.2,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CASO02,Carrickalinga outside South,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.322108, -35.414311)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CASO03_2012,2020-12-04,Encounter,Fleurieu,7.1,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CASO03,Carrickalinga outside South,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.322854, -35.412915)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CASO04_2012,2020-12-04,Encounter,Fleurieu,8.5,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CASO04,Carrickalinga outside South,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.323856, -35.411368)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CASI01_2012,2020-12-04,Encounter,Fleurieu,14.5,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CASI01,Carrickalinga Cliffs SZ South,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.32604, -35.405766)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CASI02_2012,2020-12-04,Encounter,Fleurieu,14.8,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CASI02,Carrickalinga Cliffs SZ South,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.327485, -35.404033)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CASI03_2012,2020-12-04,Encounter,Fleurieu,14.1,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CASI03,Carrickalinga Cliffs SZ South,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.329005, -35.402625)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CASI04_2012,2020-12-04,Encounter,Fleurieu,12.7,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CASI04,Carrickalinga Cliffs SZ South,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.331005, -35.401465)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CACI01_2012,2020-12-04,Encounter,Fleurieu,5.5,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CACI01,Carrickalinga Cliffs SZ central,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.334811, -35.39864)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CACI02_2012,2020-12-04,Encounter,Fleurieu,8.1,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CACI02,Carrickalinga Cliffs SZ central,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.3365, -35.39732)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CACI03_2012,2020-12-04,Encounter,Fleurieu,7.9,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CACI03,Carrickalinga Cliffs SZ central,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.338202, -35.395837)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CACI04_2012,2020-12-04,Encounter,Fleurieu,7,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CACI04,Carrickalinga Cliffs SZ central,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.340118, -35.394445)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CANO01_2012,2020-12-04,Encounter,Fleurieu,6.2,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CANO01,Carrickalinga outside central,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.374994, -35.372706)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CANO02_2012,2020-12-04,Encounter,Fleurieu,6.4,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CANO02,Carrickalinga outside central,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.378371, -35.371424)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CANO03_2012,2020-12-04,Encounter,Fleurieu,6.6,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CANO03,Carrickalinga outside central,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.372788, -35.373432)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CANO04_2012,2020-12-04,Encounter,Fleurieu,5.9,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CANO04,Carrickalinga outside central,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.370752, -35.375339)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CANI01_2012,2020-12-04,Encounter,Fleurieu,10.9,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CANI01,Carrickalinga Cliffs SZ North,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.345914, -35.390298)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CANI02_2012,2020-12-04,Encounter,Fleurieu,10.2,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CANI02,Carrickalinga Cliffs SZ North,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.346714, -35.388232)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CANI03_2012,2020-12-04,Encounter,Fleurieu,4.1,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CANI03,Carrickalinga Cliffs SZ North,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.34992, -35.387731)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,CANI04_2012,2020-12-04,Encounter,Fleurieu,5.3,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,CANI04,Carrickalinga Cliffs SZ North,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.351297, -35.386569)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,ARSO01_2012,2020-12-04,Encounter,Fleurieu,10.5,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,ARSO01,Carrickalinga outside North,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.425815, -35.341884)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,ARSO02_2012,2020-12-04,Encounter,Fleurieu,12.5,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,ARSO02,Carrickalinga outside North,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.427325, -35.338259)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,ARSO03_2012,2020-12-04,Encounter,Fleurieu,12.8,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,ARSO03,Carrickalinga outside North,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.425008, -35.339365)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,ARSO04_2012,2020-12-04,Encounter,Fleurieu,14.9,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,ARSO04,Carrickalinga outside North,2020,Pre-bloom,1,2020-12-04,2020-12,"c(138.423563, -35.337233)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIEO01_2105,2021-05-20,Encounter,South Coast,21.3,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIEO01,The Pages outside East,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.29243, -35.782359)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIEO02_2105,2021-05-20,Encounter,South Coast,17.2,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIEO02,The Pages outside East,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.291925, -35.780502)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIEO03_2105,2021-05-20,Encounter,South Coast,17,BRUVs,Yes,No,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIEO03,The Pages outside East,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.293177, -35.778992)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIEO04_2105,2021-05-20,Encounter,South Coast,16.4,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIEO04,The Pages outside East,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.294812, -35.777394)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIEI01_2105,2021-05-20,Encounter,South Coast,21,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIEI01,The Pages SZ East,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.304571, -35.757532)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIEI02_2105,2021-05-20,Encounter,South Coast,23.8,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIEI02,The Pages SZ East,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.306503, -35.758877)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIEI03_2105,2021-05-20,Encounter,South Coast,21.4,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIEI03,The Pages SZ East,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.305624, -35.760694)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIEI04_2105,2021-05-20,Encounter,South Coast,19.3,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIEI04,The Pages SZ East,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.3031, -35.761572)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIWO04_2105,2021-05-20,Encounter,South Coast,16,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIWO04,The Pages outside West,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.2885324, -35.77642283)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIWO03_2105,2021-05-20,Encounter,South Coast,16,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIWO03,The Pages outside West,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.288747, -35.778659)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIWO02_2105,2021-05-20,Encounter,South Coast,17.6,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIWO02,The Pages outside West,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.2898635, -35.774804)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIWO01_2105,2021-05-20,Encounter,South Coast,15,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIWO01,The Pages outside West,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.2917145, -35.77451943)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIWI01_2105,2021-05-20,Encounter,South Coast,15.5,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIWI01,The Pages SZ West,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.297353, -35.759643)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIWI02_2105,2021-05-20,Encounter,South Coast,15,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIWI02,The Pages SZ West,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.298091, -35.761248)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PIWI03_2105,2021-05-20,Encounter,South Coast,15.5,BRUVs,Yes,No,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PIWI03,The Pages SZ West,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.296884, -35.758069)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PINI01_2105,2021-05-20,Encounter,South Coast,26.4,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PINI01,The Pages SZ North,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.312397, -35.727605)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PINI02_2105,2021-05-20,Encounter,South Coast,27.7,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PINI02,The Pages SZ North,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.312365, -35.730019)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PINI03_2105,2021-05-20,Encounter,South Coast,26.5,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PINI03,The Pages SZ North,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.312964, -35.732478)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PINI04_2105,2021-05-20,Encounter,South Coast,26.5,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PINI04,The Pages SZ North,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.312754, -35.735056)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PINO01_2105,2021-05-20,Encounter,South Coast,27.2,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PINO01,The Pages outside North,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.310727, -35.709226)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PINO02_2105,2021-05-20,Encounter,South Coast,17.2,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PINO02,The Pages outside North,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.313315, -35.712068)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PINO03_2105,2021-05-20,Encounter,South Coast,27.2,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PINO03,The Pages outside North,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.307781, -35.713413)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,PINO04_2105,2021-05-20,Encounter,South Coast,27.1,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,PINO04,The Pages outside North,2021,Pre-bloom,3,2021-05-20,2021-05,"c(138.311343, -35.714619)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHSO04_2101,2021-01-29,Encounter,Fleurieu,14.8,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHSO04,Rapid Head outside South,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.091344, -35.599268)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHSO03_2101,2021-01-29,Encounter,Fleurieu,15.1,BRUVs,Yes,No,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHSO03,Rapid Head outside South,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.093192, -35.596874)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHCO04_2101,2021-01-29,Encounter,Fleurieu,5.9,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHCO04,Rapid Head outside central,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.115711, -35.574428)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHCO03_2101,2021-01-29,Encounter,Fleurieu,3.6,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHCO03,Rapid Head outside central,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.116584, -35.572781)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHCI04_2101,2021-01-29,Encounter,Fleurieu,5.4,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHCI04,Rapid Head SZ South,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.148226, -35.533387)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHCI03_2101,2021-01-29,Encounter,Fleurieu,7.4,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHCI03,Rapid Head SZ South,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.149254, -35.531953)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHCI02_2101,2021-01-29,Encounter,Fleurieu,5.6,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHCI02,Rapid Head SZ South,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.152398, -35.531289)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHCI01_2101,2021-01-29,Encounter,Fleurieu,3.5,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHCI01,Rapid Head SZ South,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.15445, -35.530812)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHCO02_2101,2021-01-29,Encounter,Fleurieu,6.2,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHCO02,Rapid Head outside central,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.117024, -35.570484)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHCO01_2101,2021-01-29,Encounter,Fleurieu,7.1,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHCO01,Rapid Head outside central,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.118327, -35.56849)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHNO04_2101,2021-01-29,Encounter,Fleurieu,6.7,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHNO04,Rapid Head outside North,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.122779, -35.560017)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHNO03_2101,2021-01-29,Encounter,Fleurieu,5.9,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHNO03,Rapid Head outside North,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.124383, -35.558271)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHNI04_2101,2021-01-29,Encounter,Fleurieu,3.6,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHNI04,Rapid Head SZ central,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.1613, -35.524909)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHNI03_2101,2021-01-29,Encounter,Fleurieu,6.5,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHNI03,Rapid Head SZ central,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.161892, -35.523207)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHNI02_2101,2021-01-29,Encounter,Fleurieu,7.7,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHNI02,Rapid Head SZ central,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.161773, -35.521861)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHNI01_2101,2021-01-29,Encounter,Fleurieu,8.2,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHNI01,Rapid Head SZ central,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.16294, -35.520642)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHSO02_2101,2021-01-29,Encounter,Fleurieu,13.6,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHSO02,Rapid Head outside South,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.095907, -35.595674)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHSO01_2101,2021-01-29,Encounter,Fleurieu,8.7,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHSO01,Rapid Head outside South,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.099711, -35.594674)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHNO02_2101,2021-01-29,Encounter,Fleurieu,6.7,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHNO02,Rapid Head outside North,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.126502, -35.555331)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHNO01_2101,2021-01-29,Encounter,Fleurieu,5.8,BRUVs,Yes,Yes,Fished,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHNO01,Rapid Head outside North,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.128008, -35.553716)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHEI01_2101,2021-01-29,Encounter,Fleurieu,5.1,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHEI01,Rapid Head SZ North,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.171044, -35.518635)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHEI04_2101,2021-01-29,Encounter,Fleurieu,7.6,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHEI04,Rapid Head SZ North,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.166231, -35.518403)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHEI03_2101,2021-01-29,Encounter,Fleurieu,7.2,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHEI03,Rapid Head SZ North,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.168123, -35.518189)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,RHEI02_2101,2021-01-29,Encounter,Fleurieu,7.1,BRUVs,Yes,Yes,No-take,Rapid Head,Rapid Head,Rapid Head - Rapid Head Sanctuary Zone,RHEI02,Rapid Head SZ North,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.169725, -35.518296)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,SGEI04_2101,2021-01-21,Encounter,Kangaroo Island,10.2,BRUVs,Yes,Yes,No-take,Sponge Gardens,Sponge Gardens,Sponge Gardens - Sponge Gardens Sanctuary Zone,SGEI04,Sponge Gardens SZ East,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.06639, -35.75845001)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,SGEI03_2101,2021-01-21,Encounter,Kangaroo Island,8,BRUVs,Yes,Yes,No-take,Sponge Gardens,Sponge Gardens,Sponge Gardens - Sponge Gardens Sanctuary Zone,SGEI03,Sponge Gardens SZ East,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.065129, -35.75639896)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,SGEI02_2101,2021-01-21,Encounter,Kangaroo Island,6.4,BRUVs,Yes,Yes,No-take,Sponge Gardens,Sponge Gardens,Sponge Gardens - Sponge Gardens Sanctuary Zone,SGEI02,Sponge Gardens SZ East,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.062322, -35.75501301)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,SGEI01_2101,2021-01-21,Encounter,Kangaroo Island,9,BRUVs,Yes,Yes,No-take,Sponge Gardens,Sponge Gardens,Sponge Gardens - Sponge Gardens Sanctuary Zone,SGEI01,Sponge Gardens SZ East,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.060027, -35.75285501)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,SGEO04_2101,2021-01-21,Encounter,Kangaroo Island,5.9,BRUVs,Yes,Yes,Fished,Sponge Gardens,Sponge Gardens,Sponge Gardens - Sponge Gardens Sanctuary Zone,SGEO04,Sponge Gardens outside East,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.004771, -35.72623903)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,SGEO03_2101,2021-01-21,Encounter,Kangaroo Island,4.8,BRUVs,Yes,Yes,Fished,Sponge Gardens,Sponge Gardens,Sponge Gardens - Sponge Gardens Sanctuary Zone,SGEO03,Sponge Gardens outside East,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.002264, -35.72566998)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,SGEO02_2101,2021-01-21,Encounter,Kangaroo Island,8,BRUVs,Yes,Yes,Fished,Sponge Gardens,Sponge Gardens,Sponge Gardens - Sponge Gardens Sanctuary Zone,SGEO02,Sponge Gardens outside East,2021,Pre-bloom,2,2021-01-21,2021-01,"c(137.9982, -35.72576101)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,SGEO01_2101,2021-01-21,Encounter,Kangaroo Island,4.8,BRUVs,Yes,Yes,Fished,Sponge Gardens,Sponge Gardens,Sponge Gardens - Sponge Gardens Sanctuary Zone,SGEO01,Sponge Gardens outside East,2021,Pre-bloom,2,2021-01-21,2021-01,"c(137.995698, -35.726205)"
202012-202105_SA_MarineParkMonitoring_StereoBRUVS,SGCI04_2101,2021-01-21,Encounter,Kangaroo Island,10.2,BRUVs,Yes,Yes,No-take,Sponge Gardens,Sponge Gardens,Sponge Gardens - Sponge Gardens Sanctuary Zone,SGCI04,Sponge Gardens SZ central,2021,Pre-bloom,2,2021-01-21,2021-01,"c(138.045048, -35.74195803)"
