spatial_level,spatial_group,metric_group,metric,comparison_type,comparison_period,pre_bloom_mean_fished,pre_bloom_mean_no_take,pre_bloom_mean_overall,comparison_mean_fished,comparison_mean_no_take,comparison_mean_overall,change_fished,change_no_take,change_overall
region,Fleurieu,species_richness,M2 fish species richness,period,Bloom,1.4302832244008714,1.3669590643274854,1.4032459425717854,0.6081081081081081,0.6212121212121212,0.6121495327102804,-57.48337827545748,-54.55517744287798,-56.37617653906276
region,Fleurieu,species_richness,M2 fish species richness,period_split,Bloom 2026-01,1.4302832244008714,1.3669590643274854,1.4032459425717854,0.5928571428571429,0.6212121212121212,0.6019417475728155,-58.549668153628545,-54.55517744287798,-57.10361745499776
region,Fleurieu,species_richness,M2 fish species richness,period_split,Bloom 2026-05,1.4302832244008714,NA,1.4032459425717854,0.875,NA,0.875,-38.82330540746383,NA,-37.644572953736656
region,Fleurieu,species_richness,M2 invertebrate species richness,period,Bloom,5.109782608695652,5.033527696793003,5.077210460772105,4.736486486486487,4.897058823529412,4.787037037037037,-7.3055186648039125,-2.7111974242346832,-5.715213619309765
region,Fleurieu,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-01,5.109782608695652,5.033527696793003,5.077210460772105,4.75,4.897058823529412,4.798076923076923,-7.041055094660706,-2.7111974242346832,-5.4977736269127035
region,Fleurieu,species_richness,M2 invertebrate species richness,period_split,Bloom 2026-05,5.109782608695652,NA,5.077210460772105,4.5,NA,4.5,-11.933631142310148,NA,-11.368653421633553
region,Fleurieu,total_abundance,M1 fish total abundance,period,Bloom,235.39718614718615,114.0028901734104,183.41398514851485,39.66216216216216,41.11764705882353,40.120370370370374,-83.15096165280298,-63.932802934838534,-78.1257844989934
region,Fleurieu,total_abundance,M1 fish total abundance,period_split,Bloom 2026-01,235.39718614718615,114.0028901734104,183.41398514851485,41.32857142857143,41.11764705882353,41.25961538461539,-82.44304780995554,-63.932802934838534,-77.5046513758444
region,Fleurieu,total_abundance,M1 fish total abundance,period_split,Bloom 2026-05,235.39718614718615,NA,183.41398514851485,10.5,NA,10.5,-95.53945390263301,NA,-94.27524570086742
region,Fleurieu,total_abundance,M2 fish total abundance,period,Bloom,5.4869281045751634,5.33625730994152,5.4225967540574285,1.054054054054054,1.196969696969697,1.0981308411214954,-80.7897236128326,-77.56911581569116,-79.74898575484477
region,Fleurieu,total_abundance,M2 fish total abundance,period_split,Bloom 2026-01,5.4869281045751634,5.33625730994152,5.4225967540574285,0.9928571428571429,1.196969696969697,1.058252427184466,-81.90504552029269,-77.56911581569116,-80.48439750950254
region,Fleurieu,total_abundance,M2 fish total abundance,period_split,Bloom 2026-05,5.4869281045751634,NA,5.4225967540574285,2.125,NA,2.125,-61.27159023228112,NA,-60.81213307240705
region,Fleurieu,total_abundance,M2 invertebrate total abundance,period,Bloom,13.02608695652174,25.05247813411079,18.163138231631383,11.804054054054054,18.735294117647058,13.98611111111111,-9.381427488904123,-25.215804930141502,-22.99727650173314
region,Fleurieu,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-01,13.02608695652174,25.05247813411079,18.163138231631383,11.692857142857143,18.735294117647058,13.995192307692308,-10.235075338546622,-25.215804930141502,-22.947278552780787
region,Fleurieu,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-05,13.02608695652174,NA,18.163138231631383,13.75,NA,13.75,5.5574098798397955,NA,-24.29722317449435
region,Kangaroo Island,b20,M1 fish B20 biomass,period,Bloom,11.426996414279479,11.384218876942134,11.404270847569014,10.514581127935765,12.844765716011603,11.4466549631661,-7.984734161669422,12.829574473727789,0.3716512538468777
region,Kangaroo Island,b20,M1 fish B20 biomass,period_split,Bloom 2026-02,11.426996414279479,11.384218876942134,11.404270847569014,10.514581127935765,12.844765716011603,11.4466549631661,-7.984734161669422,12.829574473727789,0.3716512538468777
region,Kangaroo Island,b20,M2 fish B20 biomass,period,Bloom,0.15940759216746275,0.25534600692202414,0.2103748750058235,0.09605302855951865,0.10792302161772553,0.1008010257828014,-39.74375545512796,-57.73459592392125,-52.085045431394285
region,Kangaroo Island,b20,M2 fish B20 biomass,period_split,Bloom 2026-02,0.15940759216746275,0.25534600692202414,0.2103748750058235,0.09605302855951865,0.10792302161772553,0.1008010257828014,-39.74375545512796,-57.73459592392125,-52.085045431394285
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period,Bloom,1.5,1.411764705882353,1.453125,6.083333333333333,6.375,6.2,305.55555555555554,351.5625,326.6666666666667
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-02,1.5,1.411764705882353,1.453125,6.083333333333333,6.375,6.2,305.55555555555554,351.5625,326.6666666666667
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Chordata abundance,period,Bloom,0,0.7941176470588235,0.421875,0,0,0,NA,-100,-100
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-02,0,0.7941176470588235,0.421875,0,0,0,NA,-100,-100
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period,Bloom,0,0,0,0,0,0,NA,NA,NA
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-02,0,0,0,0,0,0,NA,NA,NA
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period,Bloom,6.483333333333333,22.529411764705884,15.0078125,2,3.625,2.65,-69.15167095115682,-83.90992167101828,-82.34252993232691
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-02,6.483333333333333,22.529411764705884,15.0078125,2,3.625,2.65,-69.15167095115682,-83.90992167101828,-82.34252993232691
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period,Bloom,2.775,1.7279411764705883,2.21875,7.708333333333333,4.9375,6.6,177.77777777777777,185.74468085106383,197.46478873239437
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-02,2.775,1.7279411764705883,2.21875,7.708333333333333,4.9375,6.6,177.77777777777777,185.74468085106383,197.46478873239437
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period,Bloom,0,0,0,0,0,0,NA,NA,NA
region,Kangaroo Island,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-02,0,0,0,0,0,0,NA,NA,NA
region,Kangaroo Island,invert_phylum_richness,M2 invertebrate Arthropoda species richness,period,Bloom,1.0083333333333333,0.7573529411764706,0.875,2.25,2.3125,2.275,123.1404958677686,205.33980582524276,160
region,Kangaroo Island,invert_phylum_richness,M2 invertebrate Arthropoda species richness,period_split,Bloom 2026-02,1.0083333333333333,0.7573529411764706,0.875,2.25,2.3125,2.275,123.1404958677686,205.33980582524276,160
region,Kangaroo Island,invert_phylum_richness,M2 invertebrate Echinodermata species richness,period,Bloom,2.0833333333333335,3.5955882352941178,2.88671875,1.5,2.1875,1.775,-28,-39.16155419222904,-38.511502029769964
region,Kangaroo Island,invert_phylum_richness,M2 invertebrate Echinodermata species richness,period_split,Bloom 2026-02,2.0833333333333335,3.5955882352941178,2.88671875,1.5,2.1875,1.775,-28,-39.16155419222904,-38.511502029769964
region,Kangaroo Island,invert_phylum_richness,M2 invertebrate Mollusca species richness,period,Bloom,1.625,1.1029411764705883,1.34765625,2,1.6875,1.875,23.07692307692308,52.99999999999997,39.13043478260869
region,Kangaroo Island,invert_phylum_richness,M2 invertebrate Mollusca species richness,period_split,Bloom 2026-02,1.625,1.1029411764705883,1.34765625,2,1.6875,1.875,23.07692307692308,52.99999999999997,39.13043478260869
region,Kangaroo Island,invert_phylum_shannon,M2 invertebrate Arthropoda Shannon diversity,period,Bloom,0.2057453263106801,0.13225013982515335,0.16670100849024402,0.6535352622599837,0.6294897087413813,0.6439170408525428,217.64282279400635,375.9841536452239,286.27063308391877
region,Kangaroo Island,invert_phylum_shannon,M2 invertebrate Arthropoda Shannon diversity,period_split,Bloom 2026-02,0.2057453263106801,0.13225013982515335,0.16670100849024402,0.6535352622599837,0.6294897087413813,0.6439170408525428,217.64282279400635,375.9841536452239,286.27063308391877
region,Kangaroo Island,invert_phylum_shannon,M2 invertebrate Echinodermata Shannon diversity,period,Bloom,0.5059572578765932,0.7264002564585648,0.6230676008732656,0.41164422710660753,0.589718928158515,0.4828741075273705,-18.640513462698323,-18.81625551268597,-22.50052693309776
region,Kangaroo Island,invert_phylum_shannon,M2 invertebrate Echinodermata Shannon diversity,period_split,Bloom 2026-02,0.5059572578765932,0.7264002564585648,0.6230676008732656,0.41164422710660753,0.589718928158515,0.4828741075273705,-18.640513462698323,-18.81625551268597,-22.50052693309776
region,Kangaroo Island,invert_phylum_shannon,M2 invertebrate Mollusca Shannon diversity,period,Bloom,0.38526534730946727,0.26107237003658934,0.31928782813325085,0.49410282275738676,0.3895805769677733,0.4522939244415414,28.25000385007246,49.22321228905744,41.657114549566245
