"start_date_fct","response","SE","df","asymp.LCL","asymp.UCL","start_date_date","Period","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"2017-02-03",2.1650635094608233,0.300462581553591,Inf,1.6494639542560232,2.8418323346223553,"2017-02-03","Pre-bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-14",1.1547005383784454,0.2204792576585867,Inf,0.7942192377986238,1.6787975786473475,"2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-04-28",0.7999999900966983,0.399999964190858,Inf,0.30025430491271926,2.131526421713615,"2015-04-28","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-10-09",7.000000025492539,1.0801233616911896,Inf,5.1731468056632925,9.471991071904798,"2015-10-09","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-10-12",6.250000074560119,1.249999903289384,Inf,4.223181330316628,9.249543857278047,"2021-10-12","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2022-12-01",9.749999599699937,1.5612493374460354,Inf,7.123661503118579,13.34461107571334,"2022-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2023-12-01",6.750000340074597,1.2990380301472804,Inf,4.629030039804984,9.8427757433448555,"2023-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2024-12-19",7.2500002943755275,1.3462911169248466,Inf,5.038182350356154,10.432830853120977,"2024-12-19","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-04",3.5000002318536336,0.9354142997250071,Inf,2.0728836119371734,5.909642756800747,"2025-02-04","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-13",4.3333336750652265,0.8498365482886352,Inf,2.9504468491968563,6.364385362361576,"2025-11-13","Bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-12-10",5.4260353043721095,0.5722777827430097,Inf,4.412729996087648,6.672028234312061,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-12-06",5.694333053188223,0.5816598204021903,Inf,4.661171301484034,6.956498018064308,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-12-05",6.1429217209042415,0.6376857761040615,Inf,5.012025399031456,7.528989632903556,"2017-12-05","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-12-11",5.9511896110555975,0.6080228261701642,Inf,4.871222725451664,7.2705888814501325,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-01-21",7.902159243276348,0.727608463943974,Inf,6.5973503485705205,9.465030263191627,"2021-01-21","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-27",8.715816702198454,0.7838502914675973,Inf,7.307283049771515,10.395855787835785,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-12-10",6.273394027183662,0.6181983484977386,Inf,5.171573602585962,7.609960844533775,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-01-20",12.722032119223682,0.8502255253914723,Inf,11.160146039300264,14.502507464741647,"2016-01-20","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-12-06",8.68722243779841,0.6669947055375912,Inf,7.473545622606966,10.097995984061846,"2016-12-06","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-12-05",12.771785320256283,1.3633711326448787,Inf,10.360649334446837,15.744042192836451,"2017-12-05","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-01-17",9.393541056655772,0.8421948699500402,Inf,7.8797661303514825,11.198125949855024,"2018-01-17","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2019-01-22",10.70625155312008,0.7390674895067791,Inf,9.351425376831441,12.257363738652245,"2019-01-22","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-01-21",10.92977678027874,0.7477316700746596,Inf,9.558254676598349,12.498099758651177,"2021-01-21","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-04-02",10.177666340776105,0.734122966808957,Inf,8.835891647901926,11.723196285319206,"2025-04-02","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-01-27",10.762972811384087,0.7540238611394265,Inf,9.382086588055321,12.347102390429356,"2026-01-27","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-04-19",5.941474366023544,1.3786390411651357,Inf,3.7703735755077696,9.362763910565745,"2016-04-19","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-06-02",6.823921404208801,1.5758489094616057,Inf,4.339762387522563,10.7300582780068,"2017-06-02","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-06-26",6.655198806772134,1.5408613241089264,Inf,4.227508563084225,10.477015125274578,"2018-06-26","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2019-06-06",6.747917858691491,1.5554149991640938,Inf,4.295021253826136,10.601669406661058,"2019-06-06","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-05-20",5.737737093307389,1.3390234593035988,Inf,3.6315714257752485,9.065394313396324,"2021-05-20","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-04-09",3.4325643775840384,0.8474178374450289,Inf,2.1158137764922227,5.5687784705669765,"2025-04-09","Bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-12-02",4.017987270220294,0.9578523826659594,Inf,2.5181969236152906,6.411024313569016,"2025-12-02","Bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-03-01",6.907445223987838,1.5896988466016464,Inf,4.399664249073988,10.84464559595307,"2026-03-01","Bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-11-28",2.4010147524129186,1.896778213702819,Inf,0.51045083605561,11.293686745331193,"2017-11-28","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-11-27",2.88213728690878,2.340872469929408,Inf,0.5866358552961589,14.159917546117796,"2018-11-27","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-11-23",2.382805095555535,1.8856318798773877,Inf,0.5052316071086131,11.237935322175584,"2021-11-23","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-10-30",3.0145114725722557,2.3632943902013257,Inf,0.6484824929667513,14.013145330564337,"2025-10-30","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-01-23",2.808038751167568,2.202327192580044,Inf,0.6036859405486905,13.06156247550168,"2026-01-23","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-04-12",0.24999970734446464,0.14433747080694695,Inf,0.08063021417595051,0.7751418535976027,"2017-04-12","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-11-23",0.500000024113836,0.20412413322626577,Inf,0.22463037784243775,1.1129395165296563,"2017-11-23","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-04-24",0.4166666586681208,0.18633898086701997,Inf,0.17342826335810152,1.0010542750300004,"2018-04-24","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-11-29",0.4166665768149474,0.18633896256410168,Inf,0.17342821435715566,1.0010541645614497,"2018-11-29","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2019-10-22",0.166666612702073,0.11785110130342799,Inf,0.04168292417232058,0.6664062164820131,"2019-10-22","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2020-10-28",0.6666666878996603,0.2357022446440138,Inf,0.33339846256633837,1.3330729522085578,"2020-10-28","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-10-24",0.7500001232156935,0.2499999998698624,Inf,0.39023618184923636,1.4414352409815028,"2025-10-24","Bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2014-09-03",1.8729754474844846,0.2594144345714772,Inf,1.4277012410721799,2.4571226289929036,"2014-09-03","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2015-12-10",1.077797018613491,0.1617524380585739,Inf,0.8031400566923346,1.446380869254952,"2015-12-10","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2016-02-12",1.3588513514748768,0.22616222766692412,Inf,0.980620780903481,1.8829674338574323,"2016-02-12","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2016-11-19",1.9640827243405818,0.31553555438303865,Inf,1.433546526553298,2.690963199728208,"2016-11-19","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2019-12-07",1.5548929274845975,0.23228746080263094,Inf,1.1602147735998944,2.0838314344507514,"2019-12-07","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2020-11-26",1.4019363278449033,0.24419143541937727,Inf,0.9964710589964688,1.9723859008114126,"2020-11-26","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2021-11-22",1.665484943521979,0.3182797565045366,Inf,1.1451786486596929,2.422189848147176,"2021-11-22","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2025-02-06",1.3554950350773942,0.17745714682909175,Inf,1.0487242301938995,1.7520018487412596,"2025-02-06","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2026-02-21",1.313501964572462,0.15324342385275005,Inf,1.0450158794497373,1.650967650218084,"2026-02-21","Bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2016-05-24",0.8062784936092163,0.07616788203282449,Inf,0.6699978093204721,0.9702793057130724,"2016-05-24","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2017-04-05",1.2153754219816097,0.09416827571242253,Inf,1.0441398281601815,1.4146931057689416,"2017-04-05","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2018-03-28",1.360404537234946,0.09985983682467407,Inf,1.1781105206437994,1.5709056769292575,"2018-03-28","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2026-03-24",1.1607463007443635,0.09315346849842066,Inf,0.9918037834957228,1.3584662582581637,"2026-03-24","Bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2021-10-11",1.7120814110131712,0.16879711744172632,Inf,1.4112467498087695,2.0770448246091946,"2021-10-11","Pre-bloom","Boston Bay","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2022-05-10",1.2847518064942258,0.13265630941047601,Inf,1.0493706444172417,1.5729306066178506,"2022-05-10","Pre-bloom","Boston Bay","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2024-03-25",0.4507725196915274,0.059419217606143396,Inf,0.348140939033648,0.583659781791447,"2024-03-25","Pre-bloom","Boston Bay","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2024-11-14",1.5624747638047167,0.1561981705165912,Inf,1.2844574380902762,1.9006681849702676,"2024-11-14","Pre-bloom","Boston Bay","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2025-05-22",1.4617153160805265,0.14768703898711566,Inf,1.1991130155188892,1.7818267649607844,"2025-05-22","Bloom","Boston Bay","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2025-11-11",1.4238414315290027,0.14696655149052987,Inf,1.1630597176260364,1.7430957253653367,"2025-11-11","Bloom","Boston Bay","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2017-01-12",1.9234288707667457,0.06766522175767802,Inf,1.7952763320210754,2.060729345623439,"2017-01-12","Pre-bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2026-03-10",1.8028362359268821,0.06528634539414593,Inf,1.6793128270898414,1.935445523395103,"2026-03-10","Bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2015-12-10",1.6985258702990227,0.14436524816343324,Inf,1.4378870456059358,2.006409433127132,"2015-12-10","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2016-12-06",1.5345217205113826,0.12187950491658188,Inf,1.3133071009022597,1.7929979279815542,"2016-12-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2017-12-05",1.8170168190783749,0.13300798228263333,Inf,1.5741636984128036,2.0973359531429794,"2017-12-05","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2018-12-11",1.7487681320776658,0.13320542748280814,Inf,1.5062440793955938,2.030341577174902,"2018-12-11","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2020-12-04",1.7581228525003971,0.13076102203397996,Inf,1.519640281090329,2.034031344751121,"2020-12-04","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2025-02-06",2.4982623433164113,0.38411024307079134,Inf,1.8482681692594576,3.3768447889969897,"2025-02-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2025-02-20",1.9178713059991865,0.13971742568184203,Inf,1.6626820442945756,2.2122271416815504,"2025-02-20","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2025-12-17",1.7797682370602215,0.13159101480676968,Inf,1.539671334836416,2.057305936649779,"2025-12-17","Bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2015-11-15",1.9947291503012297,0.09617746581360605,Inf,1.814857661818856,2.1924277957279332,"2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2025-12-04",1.863904846946313,0.0968513551752718,Inf,1.6834258809001197,2.0637328425842854,"2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2017-01-12",0.4834219058705256,0.07148737320803028,Inf,0.3617866233928852,0.6459518510768885,"2017-01-12","Pre-bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2026-02-16",0.554999608803183,0.06947502519876025,Inf,0.43424917367056765,0.7093267746903335,"2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2016-01-19",1.8350616649150537,0.22537133434625303,Inf,1.4424845274482312,2.334480023850143,"2016-01-19","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2017-02-25",2.034133458144775,0.16786933312978305,Inf,1.7303461960920743,2.3912549609372205,"2017-02-25","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2019-02-16",1.7766573155985643,0.16375114080691427,Inf,1.483030333101759,2.128419862099551,"2019-02-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2020-04-10",1.6123704704724025,0.1559209778755181,Inf,1.33398558642507,1.9488505426946932,"2020-04-10","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2022-03-16",2.03413353471708,0.1678693363524886,Inf,1.7303462663913824,2.3912550438183264,"2022-03-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2025-11-10",2.457682385724775,0.1846947788654792,Inf,2.121084542690416,2.8476954065396827,"2025-11-10","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2026-04-08",2.30066183916061,0.1786384703464522,Inf,1.975877063767789,2.6788331092201676,"2026-04-08","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2020-10-13",1.141722371633116,0.22348197119232557,Inf,0.7779387429504725,1.675620330906358,"2020-10-13","Pre-bloom","Glenelg","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2021-10-25",1.3177303011512376,0.24435030890270543,Inf,0.9161907831657127,1.8952527993921806,"2021-10-25","Pre-bloom","Glenelg","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2022-12-02",1.1521828341635627,0.21682060940867037,Inf,0.7967832455846842,1.6661059211492755,"2022-12-02","Pre-bloom","Glenelg","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2023-11-23",1.432053615165302,0.25804046047855944,Inf,1.0059630593529882,2.0386211378646677,"2023-11-23","Pre-bloom","Glenelg","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2025-10-21",0.46552971258422965,0.11693120251521588,Inf,0.2845401843047051,0.7616425561413114,"2025-10-21","Bloom","Glenelg","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2026-03-20",0.9238733307521151,0.17571321805555096,Inf,0.6363862644701002,1.3412324855655486,"2026-03-20","Bloom","Glenelg","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2014-09-03",1.6452006382315114,0.14144367304452635,Inf,1.3900745275602717,1.9471510961271203,"2014-09-03","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2015-01-07",1.8043647167596013,0.0756773387977015,Inf,1.6619725888597912,1.9589565152338497,"2015-01-07","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2016-01-10",1.651005283534772,0.07573886566680157,Inf,1.5090377658069287,1.8063288461188076,"2016-01-10","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2016-03-11",1.925596783012405,0.1530938243834264,Inf,1.6477484189836187,2.2502967856190588,"2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"2026-01-26",1.1642891021726924,0.059433748256975186,Inf,1.0534388742937575,1.286803768606783,"2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
